StockCode,Description,ReturnRate,TotalUnits
22937,BAKING MOULD CUPCAKE CHOCOLATE,0.0,12.0
22721,SET OF 3 CAKE TINS SKETCHBOOK,0.0,1022.0
22970,LONDON BUS COFFEE MUG,0.0037,4383.0
22971,QUEENS GUARD COFFEE MUG,0.0065,2447.0
22285,HANGING HEN ON NEST DECORATION,0.0,829.0
22135,MINI LADLE LOVE HEART PINK,0.0,529.0
22134,MINI LADLE LOVE HEART RED,0.0,866.0
85144,JARDIN ETCHED GLASS CHEESE DISH,0.0,221.0
23231,WRAP DOILEY DESIGN,0.0,4703.0
23230,WRAP ALPHABET DESIGN,0.0093,8076.0
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,0.0184,1195.0
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,0.0144,1804.0
23233,WRAP POPPIES  DESIGN,0.0048,5200.0
23232,WRAP VINTAGE PETALS  DESIGN,0.0075,3325.0
23166,MEDIUM CERAMIC TOP STORAGE JAR,0.4884,152527.0
21112,SWISS ROLL TOWEL PINK  SPOTS,0.0,706.0
22597,MUSICAL ZINC HEART DECORATION,0.0122,2798.0
22595,GINGHAM HEART DECORATION,0.0,6152.0
22602,RETROSPOT WOODEN HEART DECORATION,0.0189,2118.0
21811,HANGING HEART WITH BELL,0.0103,4668.0
17028J,INCENSE BAZAAR PEACH,0.0,6.0
21818,GLITTER HEART DECORATION,0.0,2470.0
22989,SET 2 PANTRY DESIGN TEA TOWELS,0.0085,2839.0
22990,COTTON APRON PANTRY DESIGN,0.1649,764.0
37413,ICON MUG REVOLUTIONARY,0.0,703.0
79063D,"RETRO PILL BOX , REVOLUTIONARY",0.0,190.0
22980,PANTRY SCRUBBING BRUSH,0.0331,2447.0
22993,SET OF 4 PANTRY JELLY MOULDS,0.0053,12740.0
23006,TRAVEL CARD WALLET FLOWER MEADOW,0.0423,1842.0
23004,TRAVEL CARD WALLET PANTRY,0.0838,2195.0
23002,TRAVEL CARD WALLET SKULLS,0.0563,2273.0
23003,TRAVEL CARD WALLET VINTAGE ROSE,0.0,542.0
23000,TRAVEL CARD WALLET TRANSPORT,0.0121,3210.0
22994,TRAVEL CARD WALLET RETROSPOT,0.0135,2227.0
22998,TRAVEL CARD WALLET KEEP CALM,0.014,12667.0
22991,GIRAFFE WOODEN RULER,0.1551,4603.0
22992,REVOLVER WOODEN RULER,0.1203,5952.0
22999,TRAVEL CARD WALLET RETRO PETALS,0.0,1545.0
22995,TRAVEL CARD WALLET SUKI,0.0201,2438.0
22996,TRAVEL CARD WALLET VINTAGE TICKET,0.0054,4839.0
22978,PANTRY ROLLING PIN,0.0295,2540.0
22997,TRAVEL CARD WALLET UNION JACK,0.0292,2673.0
23005,TRAVEL CARD WALLET I LOVE LONDON,0.0002,4784.0
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",0.0,52.0
84997C,CHILDRENS CUTLERY POLKADOT BLUE,0.0021,2854.0
84997D,CHILDRENS CUTLERY POLKADOT PINK,0.001,3957.0
22383,LUNCH BAG SUKI DESIGN,0.0137,10476.0
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,0.0305,8679.0
84997B,CHILDRENS CUTLERY RETROSPOT RED,0.0021,2913.0
84997A,CHILDRENS CUTLERY POLKADOT GREEN,0.0071,1842.0
23182,TOILET SIGN OCCUPIED OR VACANT,0.0037,3791.0
22979,PANTRY WASHING UP BRUSH,0.0217,4188.0
23177,TREASURE ISLAND BOOK BOX,0.0078,2555.0
23193,BUFFALO BILL TREASURE BOOK BOX,0.0103,1950.0
23194,GYMKHANNA TREASURE BOOK BOX,0.0,120.0
23176,ABC TREASURE BOOK BOX,0.0203,2212.0
22982,PANTRY PASTRY BRUSH,0.0204,1179.0
23126,DOLLCRAFT GIRL AMELIE KIT,0.0,66.0
23127,DOLLCRAFT GIRL NICOLE,0.0,68.0
23127,FELTCRAFT GIRL NICOLE KIT,0.0191,682.0
23128,FELTCRAFT BOY JEAN-PAUL KIT,0.0185,378.0
23126,FELTCRAFT GIRL AMELIE KIT,0.0156,1028.0
23194,GYMKHANA TREASURE BOOK BOX,0.0211,1756.0
23183,MOTHER'S KITCHEN SPOON REST,0.0342,234.0
23179,CLOCK MAGNET MUM'S KITCHEN,0.0,324.0
23178,JAM CLOCK MAGNET,0.0149,335.0
22981,PANTRY APPLE CORER,0.0126,478.0
23180,MUM'S KITCHEN CLOCK,0.0081,123.0
23049,RECYCLED ACAPULCO MAT RED,0.0065,459.0
23053,RECYCLED ACAPULCO MAT PINK,0.0027,366.0
23054,RECYCLED ACAPULCO MAT LAVENDER,0.0034,298.0
23050,RECYCLED ACAPULCO MAT GREEN,0.002,498.0
23052,RECYCLED ACAPULCO MAT TURQUOISE,0.0015,655.0
23051,RECYCLED ACAPULCO MAT BLUE,0.0054,367.0
23128,DOLLCRAFT BOY JEAN-PAUL,0.0,82.0
23185,FRENCH STYLE STORAGE JAR JAM,0.0031,324.0
23184,BULL DOG BOTTLE OPENER,0.0147,887.0
23181,BULL DOG BOTTLE TOP WALL CLOCK,0.0195,205.0
23187,FRENCH STYLE STORAGE JAR BONBONS,0.0156,2375.0
23126,DOLLCRAFT GIRL AMELIE,0.0,36.0
23186,FRENCH STYLE STORAGE JAR CAFE,0.006,1994.0
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",0.0,235.0
23010,CIRCUS PARADE BABY GIFT SET,0.0094,319.0
23007,SPACEBOY BABY GIFT SET,0.0119,505.0
23009,I LOVE LONDON BABY GIFT SET,0.0,263.0
23008,DOLLY GIRL BABY GIFT SET,0.0158,442.0
84946,ANTIQUE SILVER T-LIGHT GLASS,0.0211,15004.0
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,0.0243,986.0
23077,DOUGHNUT LIP GLOSS,0.0057,10475.0
23076,ICE CREAM SUNDAE LIP GLOSS,0.0034,8128.0
23078,ICE CREAM PEN LIP GLOSS,0.007,6879.0
22985,WRAP BILLBOARD FONTS DESIGN,0.0,1831.0
23159,SET OF 5 PANCAKE DAY MAGNETS,0.0107,2346.0
23154,SET OF 4 JAM JAR MAGNETS,0.0218,2793.0
23156,SET OF 5 MINI GROCERY MAGNETS,0.0142,1696.0
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,0.0704,2402.0
23158,SET OF 5 LUCKY CAT MAGNETS,0.0223,2695.0
16156L,WRAP CAROUSEL,0.0,375.0
23157,SET OF 6 NATIVITY MAGNETS,0.0854,2810.0
22286,DECORATION WOBBLY RABBIT METAL,0.0,830.0
84228,HEN HOUSE WITH CHICK STANDING,0.0,14.0
79030D,TUMBLER BAROQUE,0.0019,532.0
22287,DECORATION WOBBLY CHICKEN,0.021,572.0
23254,CHILDRENS CUTLERY DOLLY GIRL,0.0118,1694.0
23256,CHILDRENS CUTLERY SPACEBOY,0.0406,2167.0
23255,CHILDRENS CUTLERY CIRCUS PARADE,0.0088,1024.0
79030G,TUMBLER NEW ENGLAND,0.0,1267.0
90025A,BAROQUE BUTTERFLY EARRINGS BLACK,0.0,2.0
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,0.0,68.0
23205,CHARLOTTE BAG VINTAGE ALPHABET,0.0338,5650.0
23201,JUMBO BAG ALPHABET,0.0425,13973.0
23207,LUNCH BAG ALPHABET DESIGN,0.054,8299.0
23199,JUMBO BAG APPLES,0.0462,15643.0
23206,LUNCH BAG APPLE DESIGN,0.0048,12242.0
23204,CHARLOTTE BAG APPLES DESIGN,0.0228,8162.0
23205,CHARLOTTE BAG ALPHABET  DESIGN,0.0,400.0
23256,KIDS CUTLERY SPACEBOY,0.0,36.0
23254,KIDS CUTLERY DOLLY GIRL,0.0,36.0
23208,LUNCH BAG VINTAGE LEAF DESIGN,0.0114,6415.0
22785,SQUARECUSHION COVER PINK UNION JACK,0.0,173.0
23065,LARGE DECO JEWELLERY STAND,0.0038,265.0
23060,HEART BEADED TRELLIS DECORATION,0.0,249.0
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,0.0,78.0
23253,16 PIECE CUTLERY SET PANTRY DESIGN,0.0078,256.0
23057,BEADED CHANDELIER T-LIGHT HOLDER,0.3828,1131.0
23348,CHILDRENS TOY COOKING UTENSIL SET,0.0298,773.0
23066,SMALL DECO JEWELLERY STAND,0.0041,244.0
23068,ALUMINIUM STAMPED HEART,0.0,783.0
23075,DOUBLE CERAMIC PARLOUR HOOK,0.0,22.0
23153,ZINC SWEETHEART WIRE LETTER RACK,0.015,267.0
23075,PARLOUR CERAMIC WALL HOOK,0.0695,489.0
23073,GEORGIAN TRINKET BOX,0.0069,145.0
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,0.0588,851.0
23061,VINTAGE EMBOSSED HEART,0.0031,976.0
23055,IVORY CHANDELIER T-LIGHT HOLDER,0.3963,1090.0
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,0.3755,1542.0
23140,TRIPLE WIRE HOOK IVORY HEART,0.0619,194.0
23141,TRIPLE WIRE HOOK PINK HEART,0.0,79.0
23135,SMALL ZINC HEART WALL ORGANISER,0.0,1541.0
23132,SMALL IVORY HEART WALL ORGANISER,0.0039,1038.0
23071,MARIE ANTOIENETT TRINKET BOX GOLD,0.0,1.0
23152,IVORY SWEETHEART WIRE LETTER RACK,0.0124,565.0
23134,LARGE ZINC HEART WALL ORGANISER,0.0,1065.0
23133,LARGE IVORY HEART WALL ORGANISER,0.0013,783.0
23147,SINGLE ANTIQUE ROSE HOOK IVORY,0.008,1885.0
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,0.0062,2109.0
23144,ZINC T-LIGHT HOLDER STARS SMALL,0.0086,5133.0
23142,IVORY WIRE KITCHEN ORGANISER,0.0163,123.0
23136,IVORY WIRE SWEETHEART LETTER TRAY,0.0,135.0
23139,SINGLE WIRE HOOK PINK HEART,0.0281,427.0
23138,SINGLE WIRE HOOK IVORY HEART,0.0134,896.0
23150,IVORY SWEETHEART SOAP DISH,0.0067,149.0
23145,ZINC T-LIGHT HOLDER STAR LARGE,0.0053,2071.0
84906,PINK BUTTERFLY CUSHION COVER,0.0417,24.0
23137,ZINC WIRE SWEETHEART LETTER TRAY,0.0,83.0
23069,EDWARDIAN PHOTO FRAME,0.0,90.0
23131,MISTLETOE HEART WREATH CREAM,0.0095,631.0
23067,HANGING ENGRAVED METAL HEART,0.0,297.0
23163,REGENCY SUGAR TONGS,0.0291,1887.0
23284,DOORMAT KEEP CALM AND COME IN,0.0394,5716.0
23283,DOORMAT VINTAGE LEAVES DESIGN,0.0,430.0
23162,REGENCY TEA STRAINER,0.0,1412.0
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,0.0537,614.0
23042,PAPER LANTERN 7 POINT SNOW STAR,0.0885,113.0
23041,PAPER LANTERN 9 POINT SNOW STAR,0.0889,270.0
23040,PAPER LANTERN 9 POINT SNOW STAR,0.0,253.0
23064,CINDERELLA CHANDELIER,0.2432,292.0
23130,MISTLETOE HEART WREATH GREEN,0.0101,891.0
22987,WRAP SUMMER ROSE DESIGN,0.0,102.0
23160,REGENCY TEA SPOON,0.0041,1468.0
23161,REGENCY CAKE FORK,0.0069,1727.0
23164,REGENCY CAKE SLICE,0.0017,579.0
23149,ANTIQUE IVORY WIRE BOWL SMALL,0.1,110.0
23148,MINITURE ANTIQUE ROSE HOOK IVORY,0.0,48.0
23143,ZINC WIRE KITCHEN ORGANISER,0.0,30.0
23299,FOOD COVER WITH BEADS SET 2,0.0078,1020.0
23298,SPOTTY BUNTING,0.013,8437.0
23070,EDWARDIAN HEART PHOTO FRAME,0.0,160.0
23151,ZINC SWEETHEART SOAP DISH,0.0,62.0
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,0.0,6.0
23045,PAPER LANTERN 5 POINT STAR MOON 30,0.0,10.0
23041,PAPER LANTERN 6 POINT SNOW STAR,0.0,26.0
23298,"BUNTING , SPOTTY",0.0,146.0
23202,JUMBO BAG VINTAGE LEAF,0.0216,11204.0
23200,JUMBO BAG PEARS,0.0186,7205.0
23203,JUMBO BAG DOILEY PATTERNS,0.0025,8917.0
23209,LUNCH BAG DOILEY PATTERN,0.0006,6560.0
23071,MARIE ANTOINETTE TRINKET BOX GOLD,0.1929,394.0
23072,MARIE ANTOINETTE TRINKET BOX SILVER,0.1773,406.0
23043,PAPER LANTERN 9 POINT HOLLY STAR L,0.0,75.0
23046,PAPER LANTERN 9 POINT DELUXE STAR,0.0,349.0
23047,PAPER LANTERN 5 POINT SEQUIN STAR,0.0,50.0
23044,PAPER LANTERN 9 POINT HOLLY STAR S,0.0,86.0
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,0.0,18.0
23047,PAPER LANTERN 5 POINT STUDDED STAR,0.0,8.0
23299,"FOOD COVER WITH BEADS , SET 2 SIZES",0.0,3.0
23282,FOLDING BUTTERFLY MIRROR IVORY,0.0,794.0
23280,FOLDING BUTTERFLY MIRROR HOT PINK,0.0011,1870.0
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,0.0012,1704.0
23191,BUNDLE OF 3 RETRO NOTE BOOKS,0.0014,2161.0
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,0.0008,3536.0
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,0.0,60.0
23175,REGENCY MILK JUG PINK,0.0247,3244.0
23174,REGENCY SUGAR BOWL GREEN,0.028,3145.0
23173,REGENCY TEAPOT ROSES,0.0184,2822.0
23172,REGENCY TEA PLATE PINK,0.0257,3973.0
23171,REGENCY TEA PLATE GREEN,0.0153,6344.0
23170,REGENCY TEA PLATE ROSES,0.0946,7587.0
23081,GREEN METAL BOX ARMY SUPPLIES,0.0127,474.0
23084,RABBIT NIGHT LIGHT,0.0035,30896.0
23281,FOLDING BUTTERFLY MIRROR RED,0.0,1262.0
23118,PARISIENNE JEWELLERY DRAWER,0.0287,837.0
23096,PETIT TRAY CHIC,0.0,1047.0
23091,ZINC HERB GARDEN CONTAINER,0.0122,574.0
23094,LE GRAND TRAY CHIC SET,0.013,154.0
23108,SET OF 10 LED DOLLY LIGHTS,0.028,2285.0
23080,RED METAL BOX TOP SECRET,0.0101,1090.0
23081,GREEN METAL BOX TOP SECRET,0.0,16.0
23110,PARISIENNE KEY CABINET,0.0677,753.0
23100,SILVER BELLS TABLE DECORATION,0.0005,2170.0
23102,SILVER HEARTS TABLE DECORATION,0.0,1288.0
23061,VINTAGE ENGRAVED HEART,0.0,60.0
23082,SET 6 PAPER TABLE LANTERN HEARTS,0.0119,2361.0
16151A,FLOWERS HANDBAG blue and orange,0.0,49.0
23093,SMALL PARISIENNE HEART PHOTO FRAME,0.0032,944.0
23280,FOLDING MIRROR HOT PINK,0.0,156.0
23109,LED TEA LIGHTS,0.0,635.0
23103,BELL HEART DECORATION,0.0,252.0
23068,ALUMINIUM HEART,0.0,30.0
23056,CRYSTAL CHANDELIER T-LIGHT HOLDER,0.0,3.0
23112,PARISIENNE CURIO CABINET,0.0569,580.0
23111,PARISIENNE SEWING BOX,0.0714,336.0
23079,TOADSTOOL BEDSIDE LIGHT,0.0524,267.0
23167,SMALL CERAMIC TOP STORAGE JAR,0.0824,6372.0
23104,IVORY PANTRY HANGING LAMP,0.0,2.0
23168,CLASSIC SUGAR DISPENSER,0.0,216.0
23131,MISELTOE HEART WREATH WHITE,0.0,78.0
23130,MISELTOE HEART WREATH,0.0,80.0
23169,CLASSIC GLASS SWEET JAR,0.0,119.0
23165,LARGE CERAMIC TOP STORAGE JAR,0.0317,3220.0
23065,LARGE JEWELLERY STAND,0.0,10.0
23066,SMALL JEWELLERY STAND,0.0,16.0
23101,SILVER STARS TABLE DECORATION,0.0,2037.0
23089,GLASS BON BON JAR,0.0063,2370.0
23107,WHITE WIRE PLANT POT HOLDER,0.0,16.0
23169,CLASSIC GLASS COOKIE JAR,0.0607,1532.0
23168,CLASSIC CAFE SUGAR DISPENSER,0.0173,3130.0
23088,ZINC HEART FLOWER T-LIGHT HOLDER,0.0,795.0
23103,JINGLE BELL HEART DECORATION,0.0073,3856.0
23106,ZINC HEARTS PLANT POT HOLDER,0.0407,295.0
23107,WHITE HEARTS WIRE PLANT POT HOLDER,0.0,343.0
23087,ZINC  HEART T-LIGHT HOLDER,0.017,883.0
23091,METAL HERB GERDEN CONTAINER,0.0,24.0
23106,ZINC PLANT POT HOLDER,0.0,8.0
23282,FOLDING MIRROR IVORY,0.0,18.0
23281,FOLDING MIRROR RED,0.0,18.0
23083,SET 6 PAPER TABLE LANTERN STARS,0.0316,1996.0
23301,GARDENERS KNEELING PAD KEEP CALM,0.0128,8939.0
23300,GARDENERS KNEELING PAD CUP OF TEA,0.0218,6979.0
23302,KNEELING MAT HOUSEWORK  DESIGN,0.0228,1580.0
23090,VINTAGE GLASS T-LIGHT HOLDER,0.004,2247.0
23092,LARGE ANTIQUE WHITE PHOTO FRAME,0.0187,535.0
23085,ANTIQUE SILVER BAUBLE LAMP,0.033,394.0
23099,FRENCH CARRIAGE LANTERN,0.0552,145.0
23086,ZINC  STAR T-LIGHT HOLDER,0.0129,1236.0
22179,SET 10 NIGHT OWL LIGHTS,0.0398,527.0
23129,HEART SHAPED HOLLY WREATH,0.0011,951.0
23104,IVORY CAFE HANGING LAMP,0.0,116.0
23145,ZINC T-LIGHT HOLDER STARS LARGE,0.0,24.0
23253,16 PC CUTLERY SET PANTRY DESIGN,0.0,4.0
23228,FILIGREE HEART BIRD WHITE,0.088,1636.0
23227,FILIGREE HEART BUTTERFLY WHITE,0.0036,1648.0
23086,ZINC STAR T-LIGHT HOLDER,0.0,8.0
23444,Next Day Carriage,0.0125,80.0
22268,DECORATION SITTING BUNNY,0.0257,1519.0
23226,FILIGREE HEART DAISY WHITE,0.0371,1295.0
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,0.0,174.0
23221,REINDEER HEART DECORATION SILVER,0.0364,1595.0
23214,JINGLE BELL HEART ANTIQUE GOLD,0.0,782.0
23215,JINGLE BELL HEART ANTIQUE SILVER,0.0325,3687.0
23210,WHITE ROCKING HORSE HAND PAINTED,0.0645,3102.0
23213,STAR WREATH DECORATION WITH BELL,0.0071,1695.0
23212,HEART WREATH DECORATION WITH BELL,0.0256,2348.0
23219,LAUREL STAR ANTIQUE SILVER,0.0,430.0
23224,CHERUB HEART DECORATION GOLD,0.0186,752.0
23211,RED ROCKING HORSE HAND PAINTED,0.0102,2355.0
23216,LAUREL HEART ANTIQUE GOLD,0.0,525.0
23217,LAUREL HEART ANTIQUE SILVER,0.0,1309.0
23225,CHERUB HEART DECORATION SILVER,0.0583,1440.0
23275,SET OF 3 HANGING OWLS OLLIE BEAK,0.0201,3826.0
23263,SET OF 3 WOODEN HEART DECORATIONS,0.0119,3940.0
23045,PAPER LANTERN 5 POINT STAR MOON,0.1563,128.0
23309,SET OF 60 I LOVE LONDON CAKE CASES,0.0105,8420.0
23270,SET OF 2 CERAMIC PAINTED HEARTS,0.005,1189.0
23307,SET OF 60 PANTRY DESIGN CAKE CASES,0.0072,12151.0
23306,SET OF 36 DOILIES PANTRY DESIGN,0.0025,2748.0
23308,SET OF 60 VINTAGE LEAF CAKE CASES,0.0,6151.0
23273,HEART T-LIGHT HOLDER WILLIE WINKIE,0.0041,973.0
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,0.0025,1186.0
22986,WRAP GINGHAM ROSE,0.0109,2301.0
23240,SET OF 4 KNICK KNACK TINS DOILEY,0.0125,1843.0
23238,SET OF 4 KNICK KNACK TINS LONDON,0.0085,1878.0
35916B,BLUE FELT HANGING HEART WITH FLOWER,0.0,75.0
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,0.0238,4922.0
23245,SET OF 3 REGENCY CAKE TINS,0.014,6447.0
23239,SET OF 4 KNICK KNACK TINS POPPIES,0.0318,881.0
23236,DOILEY STORAGE TIN,0.0045,1099.0
23235,STORAGE TIN VINTAGE LEAF,0.0192,729.0
23241,TREASURE TIN GYMKHANA DESIGN,0.0032,2191.0
23242,TREASURE TIN BUFFALO BILL,0.018,1503.0
23247,BISCUIT TIN 50'S CHRISTMAS,0.0204,2252.0
23244,ROUND STORAGE TIN VINTAGE LEAF,0.0103,873.0
23237,SET OF 4 KNICK KNACK TINS LEAVES,0.0097,309.0
23244,STORAGE TIN VINTAGE LEAF,0.0,60.0
23310,BUBBLEGUM RING ASSORTED,0.0,12050.0
23321,SMALL WHITE HEART OF WICKER,0.0082,4776.0
23236,DOILEY BISCUIT TIN,0.0,120.0
23220,REINDEER HEART DECORATION GOLD,0.0119,1006.0
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,0.0005,1967.0
23265,SET OF 3 WOODEN TREE DECORATIONS,0.0083,1799.0
23266,SET OF 3 WOODEN STOCKING DECORATION,0.0058,2076.0
22502,PICNIC BASKET WICKER 60 PIECES,0.0,61.0
23269,SET OF 2 CERAMIC CHRISTMAS TREES,0.0,786.0
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,0.0082,1460.0
23252,VINTAGE RED ENAMEL TRIM JUG,0.0522,632.0
23322,LARGE WHITE HEART OF WICKER,0.02,3148.0
22197,POPCORN HOLDER,0.0115,37188.0
23286,BLUE VINTAGE SPOT BEAKER,0.0096,5097.0
23338,EGG FRYING PAN RED,0.0137,437.0
23285,PINK VINTAGE SPOT BEAKER,0.0004,4809.0
23288,GREEN VINTAGE SPOT BEAKER,0.0039,4643.0
23343,JUMBO BAG VINTAGE CHRISTMAS,0.0427,6352.0
47310M,SMALL POP BOX FUNKY MONKEY,0.0,258.0
23271,CHRISTMAS TABLE CANDLE SILVER SPIKE,0.0,16.0
23335,EGG FRYING PAN IVORY,0.0308,390.0
23339,EGG FRYING PAN BLUE,0.0,175.0
23336,EGG FRYING PAN PINK,0.0,226.0
23337,EGG FRYING PAN MINT,0.0,180.0
23292,SPACE BOY CHILDRENS CUP,0.0,131.0
23291,DOLLY GIRL CHILDRENS CUP,0.0061,1645.0
23289,DOLLY GIRL CHILDRENS BOWL,0.0073,1634.0
23290,SPACEBOY CHILDRENS BOWL,0.0041,2447.0
23287,RED VINTAGE SPOT BEAKER,0.0263,1942.0
23188,VINTAGE  2 METER FOLDING RULER,0.007,1858.0
23235,BISCUIT TIN VINTAGE LEAF,0.0,24.0
23244,CANNISTER VINTAGE LEAF DESIGN,0.0,12.0
23251,VINTAGE RED ENAMEL TRIM MUG,0.033,1759.0
23249,VINTAGE RED ENAMEL TRIM PLATE,0.0613,897.0
23250,VINTAGE RED TRIM ENAMEL BOWL,0.0948,1276.0
23229,VINTAGE DONKEY TAIL GAME,0.006,1826.0
23234,BISCUIT TIN VINTAGE CHRISTMAS,0.0092,1741.0
23012,GLASS APOTHECARY BOTTLE PERFUME,0.0074,1082.0
23014,GLASS APOTHECARY BOTTLE ELIXIR,0.0104,867.0
23035,DRAWER KNOB CERAMIC IVORY,0.0041,2182.0
23020,GLASS  SONGBIRD STORAGE JAR,0.0343,175.0
23032,DRAWER KNOB CRACKLE GLAZE IVORY,0.0208,2208.0
23028,DRAWER KNOB CRACKLE GLAZE BLUE,0.0057,1220.0
23031,DRAWER KNOB CRACKLE GLAZE PINK,0.0153,1304.0
23029,DRAWER KNOB CRACKLE GLAZE GREEN,0.0205,1368.0
23033,DRAWER KNOB CERAMIC RED,0.0,720.0
23034,DRAWER KNOB CERAMIC BLACK,0.006,997.0
23013,GLASS APOTHECARY BOTTLE TONIC,0.0064,931.0
23229,DONKEY TAIL GAME,0.0,54.0
23344,JUMBO BAG 50'S CHRISTMAS,0.0248,10568.0
23032,DOORKNOB CRACKED GLAZE IVORY,0.0,180.0
23028,DOORKNOB CRACKED GLAZE BLUE,0.0,162.0
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,0.0664,452.0
23016,GLASS TWIST BON BON JAR,0.039,77.0
23026,DRAWER KNOB VINTAGE GLASS STAR,0.0245,571.0
23119,PACK OF 6 LARGE FRUIT STRAWS,0.0155,2319.0
23292,SPACEBOY CHILDRENS CUP,0.0101,2072.0
23015,CORDIAL GLASS JUG,0.1667,42.0
23123,COCKTAIL SWORDS 50 PIECES,0.0064,942.0
23122,PARTY CHARMS 50 PIECES,0.0013,2256.0
23120,PACK OF 6 SMALL FRUIT STRAWS,0.0403,1788.0
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,0.0,2506.0
23124,18PC WOODEN CUTLERY SET DISPOSABLE,0.0,567.0
23125,6PC WOOD PLATE SET DISPOSABLE,0.0,459.0
23039,T-LIGHT HOLDER SILVER HEART HANDLE,0.0293,205.0
23021,GLASS BONNE JAM JAR,0.0,121.0
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,0.0069,288.0
23019,SMALL APOTHECARY MEASURING JAR,0.0,81.0
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,0.0,364.0
23036,T-LIGHT HOLDER SILVER PETIT FOUR,0.0,185.0
23232,WRAP VINTAGE LEAF DESIGN,0.0049,5352.0
23198,PANTRY MAGNETIC  SHOPPING LIST,0.0188,3410.0
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,0.0,295.0
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,0.0078,257.0
23223,CHRISTMAS TREE HANGING SILVER,0.0147,815.0
23222,CHRISTMAS TREE HANGING GOLD,0.0292,823.0
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,0.0169,1481.0
23196,RETRO LEAVES MAGNETIC NOTEPAD,0.0,106.0
23267,SET OF 4 SANTA PLACE SETTINGS,0.0384,1250.0
23323,WHITE WICKER STAR,0.002,1476.0
23315,IVORY REFECTORY CLOCK,0.0533,225.0
23316,RED REFECTORY CLOCK,0.004,252.0
23342,MINT DINER WALL CLOCK,0.0027,374.0
23341,PINK DINER WALL CLOCK,0.0,308.0
23196,RETO LEAVES MAGNETIC SHOPPING LIST,0.0,36.0
23037,CANDLE HOLDER SILVER MADELINE,0.0,196.0
23197,VEGETABLE MAGNETIC  SHOPPING LIST,0.0,36.0
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,0.0,1718.0
23317,BLUE REFECTORY CLOCK,0.0,174.0
23017,APOTHECARY MEASURING JAR,0.0147,68.0
23018,LARGE APOTHECARY MEASURING JAR,0.0,51.0
23031,DOORKNOB CRACKED GLAZE PINK,0.0,12.0
23029,DOORKNOB CRACKED GLAZE GREEN,0.0,12.0
23025,DRAWER KNOB VINTAGE GLASS BALL,0.0169,356.0
23020,GLASS SONGBIRD STORAGE JAR,0.0,11.0
22999,TRAVEL CARD WALLET VINTAGE LEAF,0.0021,1418.0
20622,VIP PASSPORT COVER,0.0,43.0
21899,GARAGE KEY FOB,0.0,780.0
23214,BELL HEART ANTIQUE GOLD,0.0,12.0
23196,LEAVES MAGNETIC  SHOPPING LIST,0.0,24.0
23318,BOX OF 6 MINI VINTAGE CRACKERS,0.0422,3979.0
81952B,ROUND BLUE CLOCK WITH SUCKER,0.0,200.0
81952V,ROUND PURPLE CLOCK WITH SUCKER,0.0,367.0
81950V,FLOWER PURPLE CLOCK WITH SUCKER,0.0,16.0
81950B,FLOWER BLUE CLOCK WITH SUCKER,0.0,117.0
23237,SET OF 4 KNICK KNACK TINS LEAF,0.0184,762.0
23320,GIANT 50'S CHRISTMAS CRACKER,0.0048,2681.0
23283,DOORMAT VINTAGE LEAF,0.0123,571.0
23574,PACKING CHARGE,0.125,16.0
23196,VINTAGE LEAF MAGNETIC NOTEPAD,0.0075,1723.0
23319,BOX OF 6 MINI 50'S CRACKERS,0.0301,3855.0
23038,T-LIGHT HOLDER SILVER SAUCER,0.0,44.0
23313,VINTAGE CHRISTMAS BUNTING,0.0043,3010.0
23296,SET OF 6 TEA TIME BAKING CASES,0.0054,5008.0
23294,SET OF 6 SNACK LOAF BAKING CASES,0.0029,4433.0
